time,seconds_elapsed,z,y,x
1746576376242416400,0.01741650390625,-0.0002521576825529337,-0.0019528954289853573,-0.0018189162947237492
1746576376252381400,0.02738134765625,-0.001022462034597993,-0.0002627759240567684,-0.00021874671801924706
1746576376262345500,0.037345458984375,0.00019966252148151398,0.0007071471773087978,-0.0006597661413252354
1746576376272310500,0.047310546875,-0.00040833139792084694,-0.001378755085170269,-0.0016550496220588684
1746576376282275300,0.057275390625,0.0006369592156261206,-0.0012370748445391655,0.000920493621379137
1746576376292239400,0.0672392578125,-0.00045851990580558777,0.0008223475888371468,-0.000528569333255291
1746576376302204700,0.07720458984375,0.0002445545978844166,-0.00008845329284667969,-0.0015046182088553905
1746576376312169500,0.08716943359375,0.000019084196537733078,0.00012741237878799438,0.00009226612746715546
1746576376322133500,0.097133544921875,0.0002939226105809212,0.00025417888537049294,0.0006869500502943993
1746576376332098600,0.1070986328125,-0.00048145116306841373,0.00005067698657512665,0.0005483184941112995
1746576376342063400,0.1170634765625,-0.0018026453908532858,-0.0006497344002127647,-0.00010788440704345703
1746576376352027400,0.12702734375,0.001860397751443088,-0.0006739310920238495,-0.00006839819252490997
1746576376361992700,0.13699267578125,-0.001980945933610201,0.00024406053125858307,0.00034732138738036156
1746576376371957500,0.14695751953125,-0.00020124460570514202,-0.000546707771718502,0.0009372225031256676
1746576376381921500,0.156921630859375,-0.00017115077935159206,0.00036036502569913864,0.00117797264829278
1746576376391886600,0.166886474609375,-0.000017202459275722504,0.0007819053716957569,-0.0013627540320158005
1746576376401851400,0.176851318359375,-0.0015890002250671387,0.0005574007518589497,-0.0006333142518997192
1746576376411815400,0.1868154296875,0.00011537829414010048,-0.00009438907727599144,0.00048671290278434753
1746576376421780500,0.196780517578125,0.0013231218326836824,-0.00035218289121985435,-0.000035266391932964325
1746576376431745500,0.20674560546875,-0.00008768821135163307,0.00047031277790665627,0.00036997394636273384
1746576376441709600,0.21670947265625,0.001247887033969164,-0.00034115230664610863,-0.0008055451326072216
1746576376451674400,0.22667431640625,-0.0007009471300989389,-0.0008466178551316261,0.0003389306366443634
1746576376461639400,0.236639404296875,0.00020452775061130524,0.0008538104593753815,0.0011717011220753193
1746576376471603500,0.246603515625,0.00008910195901989937,-0.0009984951466321945,0.00031405920162796974
1746576376481568500,0.256568603515625,-0.0003657662309706211,-0.00026772404089570045,0.0005273781716823578
1746576376491533600,0.266533447265625,-0.0006643221713602543,-0.0005051246844232082,0.0015456723049283028
1746576376501497600,0.27649755859375,-0.0003527323715388775,0.00035720691084861755,0.0005861353129148483
1746576376511462400,0.28646240234375,-0.0004870044067502022,0.00032277684658765793,-0.0012567979283630848
1746576376521427500,0.296427490234375,-0.00042974669486284256,-0.0012426292523741722,-0.0003651715815067291
1746576376531391500,0.3063916015625,0.00015655183233320713,0.00009480956941843033,-0.0005813827738165855
1746576376541356500,0.3163564453125,-0.0007582439575344324,-0.0001925453543663025,0.0006892113015055656
1746576376551321600,0.326321533203125,0.001395889325067401,-0.001597629627212882,0.0007888507097959518
1746576376561285400,0.336285400390625,0.0007367569487541914,0.0001424797810614109,-0.0004897327162325382
1746576376571250400,0.34625048828125,-0.0013462775386869907,0.00043584592640399933,-0.0010355119593441486
1746576376581215500,0.356215576171875,-0.001318048220127821,0.0009618201293051243,-0.00170609587803483
1746576376591179500,0.366179443359375,0.00019850791431963444,0.0003924746997654438,-0.000022336840629577637
1746576376601144600,0.37614453125,-0.0008481147233396769,0.0000859447754919529,-0.0009299418888986111
1746576376611109400,0.386109375,0.000850046519190073,0.0015767067670822144,-0.0010835952125489712
1746576376621073400,0.396073486328125,0.0019850856624543667,-0.0006345161236822605,-0.0005384460091590881
1746576376631038500,0.40603857421875,0.0012941609602421522,0.0002615232951939106,0.0002010539174079895
1746576376641003500,0.41600341796875,-0.00042064860463142395,0.00021545076742768288,0.00009319605305790901
1746576376650967600,0.425967529296875,-0.0020404946990311146,0.00005227513611316681,-0.0018069809302687645
1746576376660932600,0.4359326171875,0.00030202162452042103,0.0003971541300415993,-0.0008218777365982533
1746576376670898200,0.445898193359375,-0.0005664757918566465,-0.00013696122914552689,0.00039659207686781883
1746576376680862200,0.4558623046875,-0.0005784600507467985,0.0017656008712947369,-0.001531536690890789
1746576376690827000,0.465826904296875,0.0006664965767413378,0.00006117764860391617,-0.00022413348779082298
1746576376700792000,0.4757919921875,0.0007317441049963236,-0.0006048791110515594,-0.0009122942574322224
1746576376710756000,0.485756103515625,0.0004595434293150902,-0.00035142386332154274,-0.0005891486071050167
1746576376720721000,0.495720947265625,-0.0005924052093178034,0.0010171746835112572,0.000856681726872921
1746576376730686200,0.505686279296875,0.0005111729260534048,0.0003120480105280876,0.00017475290223956108
