time,seconds_elapsed,z,y,x
1746576142031242500,0.019242431640625,0.005853545386344194,0.0014236774295568466,-0.014293565414845943
1746576142041320400,0.029320556640625,0.00039619067683815956,0.002037479542195797,-0.0003029822837561369
1746576142051398400,0.0393984375,0.003931270446628332,0.0017863428220152855,0.008343236520886421
1746576142061477400,0.049477294921875,0.002095120260491967,0.0022789775393903255,0.010845500975847244
1746576142071555300,0.059555419921875,0.003802472958341241,0.01026020385324955,0.0136159872636199
1746576142081633300,0.06963330078125,-0.003170580603182316,0.018423907458782196,0.014618176966905594
1746576142091712500,0.07971240234375,-0.0006898464635014534,0.021080411970615387,0.01652686484158039
1746576142101790500,0.08979052734375,0.0010467120446264744,0.017620865255594254,0.00859108753502369
1746576142111868400,0.099868408203125,0.006130686495453119,0.0057157352566719055,0.009965011849999428
1746576142121947600,0.10994775390625,0.002838538959622383,-0.0008501317352056503,0.015097602270543575
1746576142132025900,0.12002587890625,-0.006728867534548044,-0.005381500348448753,0.02327457256615162
1746576142142103800,0.130103759765625,-0.005504418630152941,-0.005108417943120003,0.02495008148252964
1746576142152182800,0.140182861328125,-0.0036428687162697315,-0.0003261798992753029,0.016373371705412865
1746576142162260700,0.1502607421875,-0.0017745955847203732,0.0044196778908371925,0.008949627168476582
1746576142172339000,0.1603388671875,0.0028936597518622875,0.016320012509822845,0.0016882524359971285
1746576142182418000,0.17041796875,-0.0032357866875827312,0.023978466168045998,0.005359174683690071
1746576142192495900,0.180495849609375,-0.010328583419322968,0.02849385514855385,0.013315368443727493
1746576142202574800,0.190574951171875,-0.012200215831398964,0.018311738967895508,0.02742394059896469
1746576142212652800,0.20065283203125,-0.015174701809883118,0.012295390479266644,0.04725756496191025
1746576142222730800,0.210730712890625,-0.022112444043159485,0.014908697456121445,0.056074704974889755
1746576142232809700,0.220809814453125,-0.02106182649731636,0.011920364573597908,0.06037970632314682
1746576142242888000,0.230887939453125,-0.008130733855068684,0.005940929055213928,0.053035933524370193
1746576142252966000,0.2409658203125,0.005907054059207439,0.006406982429325581,0.040466081351041794
1746576142263044900,0.251044921875,0.010405868291854858,0.007124436553567648,0.02722030133008957
1746576142273122800,0.261122802734375,0.00861063227057457,0.009303700178861618,0.007540073711425066
1746576142283201000,0.271200927734375,0.008016522973775864,0.01190427877008915,-0.010668747127056122
1746576142293280000,0.281280029296875,0.00967700406908989,0.007810201961547136,-0.027534544467926025
1746576142303358000,0.29135791015625,0.011846659705042839,0.00276191346347332,-0.041338782757520676
1746576142313436000,0.301435791015625,0.01353403925895691,-0.003268282627686858,-0.0515727773308754
1746576142323515000,0.311514892578125,0.013622838072478771,-0.014949280768632889,-0.0514727458357811
1746576142333592800,0.3215927734375,0.0065473513677716255,-0.017829222604632378,-0.03656730055809021
1746576142343670800,0.3316708984375,-0.0018530157394707203,-0.012323401868343353,-0.014256922528147697
1746576142353750000,0.34175,-0.005502079147845507,-0.0012225471436977386,0.006241427268832922
1746576142363828000,0.351827880859375,-0.011608865112066269,0.00953273382037878,0.0274213757365942
1746576142373906000,0.361906005859375,-0.004535508342087269,0.011619587428867817,0.040538240224123
1746576142383985000,0.37198486328125,-0.002145963255316019,0.013238416984677315,0.045083899050951004
1746576142394063000,0.38206298828125,-0.0017832410521805286,0.009154725819826126,0.038706161081790924
1746576142404141800,0.392141845703125,-0.00020651426166296005,0.005784391891211271,0.01924474537372589
1746576142414219800,0.4022197265625,-0.005144014954566956,0.010934678837656975,0.0009533551055938005
1746576142424297700,0.412297607421875,-0.000013325363397598267,0.003926141187548637,-0.012405232526361942
1746576142434377000,0.422376953125,0.0014253142289817333,-0.0025131162256002426,-0.025914382189512253
1746576142444455000,0.432454833984375,0.007081444375216961,-0.01624506711959839,-0.035073697566986084
1746576142454532900,0.442532958984375,0.010801347903907299,-0.021508272737264633,-0.04064449667930603
1746576142464611800,0.45261181640625,0.013574937358498573,-0.016751227900385857,-0.04724210500717163
1746576142474690000,0.46268994140625,0.012321386486291885,-0.007324437145143747,-0.03949204087257385
1746576142484768000,0.47276806640625,0.0037354847881942987,0.00446601677685976,-0.026696251705288887
1746576142494846700,0.4828466796875,-0.002635063137859106,0.0068391598761081696,-0.011780684813857079
1746576142504924700,0.492924560546875,-0.008377140387892723,0.006504453253000975,-0.005425525829195976
1746576142515003000,0.5030029296875,-0.0003069629892706871,0.005885800812393427,0.003175951773300767
1746576142525081900,0.513081787109375,-0.00023604370653629303,0.010325237177312374,0.008118465542793274
1746576142535159800,0.523159912109375,-0.005201773717999458,0.008995520882308483,0.017457906156778336
1746576142545237800,0.53323779296875,-0.009530195966362953,0.008282273076474667,0.02431095391511917
1746576142555317000,0.54331689453125,-0.006100310478359461,-0.003439097199589014,0.025643333792686462
1746576142565395000,0.55339501953125,-0.00442266371101141,-0.002593330107629299,0.016676435247063637
1746576142575473000,0.563472900390625,-0.003515857271850109,-0.0019682860001921654,-0.0007776570273563266
1746576142585552000,0.5735517578125,-0.0004884181544184685,-0.0017064986750483513,-0.014850609004497528
1746576142595629800,0.5836298828125,0.005394504871219397,0.0010139206424355507,-0.016229594126343727
1746576142605708800,0.593708740234375,0.007209036499261856,0.0034434725530445576,-0.013320926576852798
1746576142615786800,0.603786865234375,0.007207971531897783,0.007887754589319229,-0.009933385998010635
1746576142625865000,0.613864990234375,0.008988477289676666,0.008364192210137844,-0.004771933890879154
1746576142635944000,0.62394384765625,0.007889656350016594,0.008832110092043877,0.0024742609821259975
1746576142646022000,0.63402197265625,0.003394204657524824,0.012155254371464252,0.007360952906310558
1746576142656099800,0.644099853515625,-0.006396374199539423,0.014842650853097439,0.012292594648897648
1746576142666178800,0.6541787109375,-0.011025099083781242,-0.00011270307004451752,0.01201685331761837
1746576142676256800,0.6642568359375,-0.0076213134452700615,-0.01691778190433979,0.013193437829613686
1746576142686335000,0.6743349609375,0.00035093771293759346,-0.015534322708845139,0.003461134620010853
1746576142696414000,0.6844140625,-0.0008695889264345169,-0.008128338493406773,-0.009972648695111275
1746576142706492000,0.694491943359375,0.003652682527899742,0.005937413312494755,-0.014424665831029415
1746576142716569900,0.70456982421875,0.007534772157669067,0.006623176857829094,-0.01888146623969078
1746576142726648800,0.71464892578125,0.008811311796307564,0.0010799174197018147,-0.022248677909374237
1746576142736726800,0.724726806640625,0.009910398162901402,-0.0069492473267018795,-0.023144032806158066
1746576142746805000,0.734804931640625,0.0074270437471568584,-0.01154639944434166,-0.022396473214030266
1746576142756884000,0.744884033203125,0.0033454829826951027,-0.00483816210180521,-0.020146900787949562
1746576142766962000,0.7549619140625,0.0015015322715044022,-0.0004338272847235203,-0.003239284735172987
1746576142777041000,0.765041015625,0.000514298677444458,0.0032751569524407387,0.016256386414170265
1746576142787118800,0.775118896484375,-0.0036413916386663914,0.0063243163749575615,0.03315771743655205
1746576142797196800,0.78519677734375,-0.00789659097790718,0.009669512510299683,0.04028460383415222
1746576142807275800,0.79527587890625,-0.007927540689706802,0.009383277967572212,0.03217319771647453
1746576142817354000,0.80535400390625,-0.007535790093243122,0.004000496119260788,0.02108246274292469
1746576142827432000,0.815431884765625,-0.005352185107767582,0.0017316960729658604,0.004159357864409685
1746576142837511000,0.825510986328125,-0.0009904596954584122,-0.0006371862255036831,-0.0076166074723005295
1746576142847588900,0.8355888671875,-0.00032828329131007195,0.0011656680144369602,-0.015122830867767334
1746576142857667000,0.8456669921875,-0.0014468110166490078,-0.00330471433699131,-0.019639551639556885
1746576142867745800,0.855745849609375,-0.000050176866352558136,-0.010408003814518452,-0.021206138655543327
1746576142877823700,0.86582373046875,-0.00005789985880255699,-0.006050540134310722,-0.024210451170802116
1746576142887901700,0.875901611328125,0.0011566528119146824,-0.003192329313606024,-0.023384766653180122
