time,seconds_elapsed,roll,rotationRateZ,quaternionY,rotationRateY,quaternionZ,quaternionW,yaw,devicelocation,accelerationZ,pitch,gravityX,gravityZ,quaternionX,rotationRateX,accelerationX,gravityY,accelerationY
1746576072234062600,0.5610625,0.17583383861160662,-0.0010409741662442684,0.08763266489006626,-0.00647662254050374,7.677649567568269e-18,0.9954977201367863,0.006347155982050296,right,0.053064584732055664,-0.07197797040766588,1.7110282575815916,-9.63044061565697,-0.036120542585820224,0.0024232324212789536,-0.05338890105485916,0.7052537900228053,0.2812444269657135
1746576072274062600,0.6010625,0.14299934565841171,-0.008432796224951744,0.06881214216708066,0.003110091667622328,0.004052737353936185,0.9879508130469652,0.028153321086142373,right,0.02184128761291504,-0.2767621580244825,1.3443866100147366,-9.337172539597749,-0.13856976036746038,-0.0016609886661171913,-0.016340874135494232,2.6795935960128903,0.08101564645767212
1746576072314062600,0.6410625,0.1318258908105544,-0.004404475912451744,0.06202269601511462,0.010967301204800606,0.0050953613026602056,0.9830767529968473,0.033362175908770116,right,0.0051177144050598145,-0.34493490837059826,1.2131029935911297,-9.148937786418198,-0.17229960705224245,-0.015452700667083263,-0.002778656780719757,3.3159763135790823,0.014236778020858765
1746576072354062600,0.6810625,0.13070020265344398,0.009538155980408192,0.06109813125216664,0.010871874168515205,0.00540236624450931,0.9816665323230208,0.034922670519323074,right,0.0005797743797302246,-0.3614793436201515,1.1954891570977866,-9.094654992088675,-0.18046785623937506,-0.011259838938713074,0.0005613937973976135,3.468204226092994,-0.0034407079219818115
1746576072394062600,0.7210625,0.13086852594864504,0.014309318736195564,0.06114229875410891,0.0008016545325517654,0.005565741768998468,0.9816362504928107,0.035305089718753624,right,-0.002105891704559326,-0.3617502438233485,1.1968973433952779,-9.093522188666462,-0.18061290259892102,-0.008336069993674755,0.0010432228446006775,3.470689028646052,-0.0027862489223480225
1746576072434062600,0.7610625,0.13125144017170753,0.028347548097372055,0.06121647624139692,0.0035694329999387264,0.0062088935597545735,0.981666663772079,0.03665014621369957,right,-0.0016947388648986816,-0.361232023053626,1.2006145372875034,-9.094844961702822,-0.18040094378883312,-0.01824221946299076,0.004114434123039246,3.4659354043781754,0.004792332649230957
1746576072474062600,0.8010625,0.13163787243681271,0.021126294508576393,0.06130250242466985,-0.0029118326492607594,0.006714213943886136,0.9816330897862879,0.037764820951889454,right,-0.0032441020011901855,-0.36143577413705924,1.2040362553644925,-9.093680009576678,-0.18053629512468367,-0.016460828483104706,0.0019624903798103333,3.4678047053813934,0.004095613956451416
1746576072514062600,0.8410625,0.13202458416258367,0.013905040919780731,0.06138851088076835,-0.009393098764121532,0.007219546754744178,0.9815992703586369,0.03887969383312744,right,-0.004793524742126465,-0.3616391045590213,1.2074599462028592,-9.092514472928643,-0.18067158222161905,-0.01467943750321865,-0.00018965452909469604,3.4696696224704384,0.0033993124961853027
1746576072554062600,0.8810625,0.13180435218644823,0.019138164818286896,0.061159790210762115,-0.028264954686164856,0.007819018036950324,0.9815449731634391,0.04010461400615229,right,0.00003999471664428711,-0.36227143952976376,1.2051688395909965,-9.090603086349368,-0.1810184884246319,-0.007929460145533085,0.0007942244410514832,3.475468956398964,0.00041925907135009766
1746576072594062600,0.9210625,0.1318811458530784,0.029048433527350426,0.06110744762298814,-0.014284634962677956,0.008291230151995604,0.9815320719380278,0.04108613118534318,right,0.0005565881729125977,-0.3623455205104797,1.205833075653389,-9.090255295825004,-0.181085136916893,-0.009045986458659172,-0.0001093447208404541,3.4761481708347794,0.0006249845027923584
1746576072634062600,0.9610625,0.13209640249226007,0.023453017696738243,0.061060397321898864,-0.003499263431876898,0.009029942402755151,0.9814684644167035,0.04267043391043637,right,0.0020026564598083496,-0.3629073804470275,1.2075323538519442,-9.088058078041673,-0.18141005307756963,-0.02800936810672283,0.0005731135606765747,3.4812998545095324,0.0011364519596099854
1746576072674062800,1.001062744140625,0.13252716052349064,0.02022327296435833,0.06118391585117756,0.000354894669726491,0.009383279340412958,0.9813919747880416,0.043516881746139754,right,0.0014882683753967285,-0.3635727637105129,1.2111406805422156,-9.085238928967714,-0.1817642373066699,-0.03133762255311012,-0.0002780631184577942,3.4873993404284116,0.0012804269790649414
1746576072714062600,1.0410625,0.13308748531375336,0.021656133234500885,0.06130989587795161,0.0020867986604571342,0.009925463450382687,0.9812189537058202,0.044843562209312286,right,0.00010842084884643555,-0.36523990194763184,1.2154580322846769,-9.078784053739906,-0.18262511095024617,-0.05041619390249252,-0.00002018362283706665,3.502674943232536,0.00009313225746154785
1746576072754062600,1.0810625,0.13360703406645752,0.03612327203154564,0.06140543520301248,-0.0032828073017299175,0.01053129724541978,0.9810535700097394,0.04628742966860344,right,-0.0037254691123962402,-0.36681774004826495,1.2194369458530097,-9.072662355989218,-0.18344566840431564,-0.05225330591201782,-0.0004658699035644531,3.517123155301809,-0.0009776055812835693
1746576072794062600,1.1210625,0.13356974186809836,0.041057225316762924,0.06120145617965378,-0.026435889303684235,0.011356727748894443,0.9809267812091805,0.04805653877622424,right,-0.0035178065299987793,-0.36812630295014337,1.218484686629474,-9.068138741084933,-0.1841411625684016,-0.04273001849651337,0.0006992518901824951,3.529099132038653,-0.0005765855312347412
1746576072834062600,1.1610625,0.13314035857834094,0.03632514178752899,0.06078153242962164,-0.029002510011196136,0.012376802860721611,0.9808359669724673,0.05012784820326261,right,0.002793729305267334,-0.36913741197689115,1.2141165545478463,-9.065119685524701,-0.18469736909148096,-0.038836829364299774,0.0011318325996398926,3.5383486064210534,0.004848450422286987
1746576072874062600,1.2010625,0.13251257152286772,0.011006196960806847,0.060280612026912476,-0.02720695175230503,0.013322735550271496,0.9807506374203576,0.05201075344360058,right,-0.00010514259338378906,-0.3701532262096815,1.2079498486116529,-9.062312811410427,-0.18524815388656493,-0.025662178173661232,-0.0013121813535690308,3.5476372437700627,0.007999956607818604
1746576072914062600,1.2410625,0.13179056250956853,-0.010143261402845383,0.05988787843155803,-0.0010852701961994171,0.013394379525214519,0.9806361144770022,0.05212580640154216,right,0.001177966594696045,-0.37163977195268005,1.200712079377845,-9.057944679328799,-0.18597523888188927,-0.029629960656166077,0.0013669580221176147,3.5612241628348826,0.007897436618804932
1746576072954062600,1.2810625,0.13184935721822363,-0.0026003513485193253,0.059899568376172135,0.002835966181010008,0.013316164015018334,0.9805236371151118,0.052063614788996695,right,0.00279921293258667,-0.3728553348583,1.2006746699769049,-9.053575962725281,-0.18656935544881853,-0.031240314245224,-0.0007806047797203064,3.5723283251732587,0.004374325275421143
1746576072994062600,1.3210625,0.13218408186993938,0.0023078531958162785,0.060020417362244276,0.0043198345229029655,0.01331464796853818,0.9803774701805179,0.05222879150499676,right,0.00340425968170166,-0.37432624576183254,1.2030112231656909,-9.047954615712165,-0.18729715093024693,-0.005194848403334618,-0.0011719614267349243,3.5857580078497526,0.0005753040313720703
1746576073034062600,1.3610625,0.13216363361009215,0.0028696968220174313,0.05998952817118107,-0.00283224880695343,0.013359164905149021,0.9803315882425303,0.05235100655574939,right,-0.0014406442642211914,-0.3748227073937533,1.2025914633836596,-9.04621390952468,-0.1875438757752753,-0.007095786277204752,-0.0016647577285766602,3.5902892215386033,0.00362318754196167
1746576073074062600,1.4010625,0.13214924915846543,0.0065328204073011875,0.05993410667549987,-0.0030465354211628437,0.013518156718637854,0.9802643836959637,0.05272293956472349,right,-0.001446843147277832,-0.3755299773261933,1.2021264031551777,-9.04371157131493,-0.18790136058527407,-0.017536761239171028,0.0007911995053291321,3.596742635461688,0.0043222010135650635
1746576073114062600,1.4410625,0.13160353128592361,0.009296054020524025,0.05960041183830684,-0.013215793296694756,0.013875811819219881,0.9802495544388076,0.0533685678078293,right,-0.0012603998184204102,-0.3758193544659668,1.1970542875226586,-9.043333970174192,-0.18805865718473383,-0.01694430597126484,0.001110173761844635,3.5993826285764574,0.00393339991569519
1746576073154062600,1.4810625,0.1310579564193313,0.01205928809940815,0.059266696395481835,-0.023385051637887955,0.014233476239846714,0.9802345411002563,0.0540141276575243,right,-0.0010744333267211914,-0.376109088242124,1.1919839985210448,-9.042951692858338,-0.18821590416577957,-0.01635185070335865,0.001428954303264618,3.6020252520397302,0.003544330596923828
1746576073194062600,1.5210625,0.13051250323246816,0.0148225212469697,0.058932967657285264,-0.033554308116436005,0.014591133166238212,0.9802191039953626,0.05465957967250608,right,-0.0008888840675354004,-0.37639908652478876,1.1869153169546276,-9.042564154845476,-0.18837310296764237,-0.01575939543545246,0.0017475709319114685,3.604670213590562,0.003154963254928589
1746576073234062600,1.5610625,0.12977206942248876,0.016023695468902588,0.05848154603857101,-0.016354946419596672,0.015087156797514498,0.9802110523565395,0.05554697356616703,right,0.0027399063110351562,-0.376650125248853,1.1801024220693856,-9.042543112057446,-0.1885166074528182,-0.0011043958365917206,-0.000003993511199951172,3.6069597858324647,0.0001550614833831787
1746576073274062600,1.6010625,0.12943517850433817,0.011134128086268902,0.05824898901166879,-0.010445337742567062,0.015454223882974561,0.9802053048788211,0.056238963083925515,right,0.002513587474822998,-0.37676176951912066,1.1770040176626295,-9.042540773969888,-0.18858890263788863,-0.0030210567638278008,0.0006471872329711914,3.607977730703354,0.0006636679172515869
1746576073314062600,1.6410625,0.12951762731715422,0.00861455500125885,0.05824381425077207,-0.00029341038316488266,0.01565484645339188,0.9801803864271881,0.05667867690760736,right,0.0014802217483520508,-0.37696825162230263,1.177653348416835,-9.041704907667636,-0.18870347368096485,-0.004492597654461861,-0.00039883702993392944,3.6098604757100343,0.0012367963790893555
1746576073354062600,1.6810625,0.12960660188393913,0.009115831926465034,0.05822416470843864,-0.004273049999028444,0.015914274109183744,0.9801327127640662,0.05725591865378791,right,-0.0008298754692077637,-0.3774056343356593,1.178253579332307,-9.040033175063133,-0.18893518908182072,-0.011688603088259697,0.000050731003284454346,3.6138483763024207,0.0021514892578125
1746576073394062600,1.7210625,0.1297287974461199,0.019132522866129875,0.0582145147994222,-0.0031739575788378716,0.016178166450399958,0.9800677579204432,0.05786097929049957,right,-0.0012126564979553223,-0.3780162071354432,1.179072567564994,-9.037699763679504,-0.18925276732144253,-0.026252657175064087,0.000019937753677368164,3.6194139014750717,0.0006036460399627686
1746576073434062600,1.7610625,0.12987473217916354,0.04189089313149452,0.05810744468350778,-0.01780712977051735,0.01692979665496936,0.9799454144730627,0.05950246451930011,right,-0.004145503044128418,-0.3791400069499303,1.1798639371383934,-9.033488283464312,-0.18985199387874346,-0.02803332917392254,-0.001965731382369995,3.629654432721436,-0.0016114115715026855
1746576073474062600,1.8010625,0.12931645805111128,0.053814373910427094,0.05753717495632149,-0.049402397125959396,0.0183426654030286,0.9798261706103754,0.06236150462894358,right,-0.004510641098022461,-0.3803228895747402,1.1742661171313376,-9.029881783404946,-0.1905088309009605,-0.03302470222115517,-0.0011002346873283386,3.640428047931194,-0.000004678964614868164
1746576073514062600,1.8410625,0.12858189521595575,0.04905164986848831,0.05693485441960051,-0.050312891602516174,0.019527039249852284,0.9797411598223569,0.06469960432782389,right,-0.0035782456398010254,-0.381221455170176,1.1672128376189619,-9.027494011485576,-0.19100863997347706,-0.037050798535346985,-0.0014595836400985718,3.6486090162992477,0.0018122196197509766
1746576073554062600,1.8810625,0.1278493308057678,0.04428892955183983,0.05633241445269268,-0.05122338607907295,0.020711384032642752,0.9796541500450964,0.06703786073017455,right,-0.0026479363441467285,-0.3821216651693716,1.1601800894379615,-9.025085196778178,-0.19150809141428457,-0.0410768948495388,-0.0018210262060165405,3.6568016751050947,0.003627866506576538
1746576073594062600,1.9210625,0.12720266432234678,0.027784591540694237,0.0557695956684965,-0.010654844343662262,0.02176115954798623,0.9794824636481846,0.06917986826461724,right,0.002155303955078125,-0.383902215485831,1.1535158092431723,-9.019360973912477,-0.19243259671044224,-0.06079091504216194,0.002843312919139862,3.6729976076245308,0.007846802473068237
1746576073634062600,1.9610625,0.12794034078082858,0.03818186745047569,0.05581918611809653,0.0028911258559674025,0.022775568239263137,0.9791299048588292,0.07162533091377696,right,0.002524733543395996,-0.3871292363674554,1.158650468717888,-9.006704905956983,-0.1940877723872032,-0.06564740091562271,-0.003576315939426422,3.7023213172644374,-0.002483159303665161
1746576073674062800,2.001062744140625,0.12879330614349047,0.047147300094366074,0.05595908374693583,-0.002697655698284507,0.023848964585957626,0.9789302405179042,0.07409807245494984,right,0.000003337860107421875,-0.38867699668797306,1.1655951002240181,-9.000019729104638,-0.19492377578037473,-0.05478880554437637,-0.00135127454996109,3.7163720544487235,0.0016452372074127197
1746576073714062600,2.0410625,0.1294014893867414,0.045802563428878784,0.05602825813275766,-0.001578973955474794,0.024746688505224948,0.9787753072631785,0.07613913495100265,right,-0.00018894672393798828,-0.3898645144383198,1.1704982159651816,-8.994926205357908,-0.19556895472982022,-0.05107355862855911,0.0007213205099105835,3.7271462541803717,0.004860132932662964
1746576073754062600,2.0810625,0.13001260466779402,0.044457823038101196,0.056097363163232,-0.000460292212665081,0.02564440145560994,0.9786191611914324,0.0781820223877993,right,-0.0003827810287475586,-0.3910509220821844,1.1754208401244133,-8.989818068563938,-0.19621390740383893,-0.04735831171274185,0.0027919188141822815,3.737905256342888,0.008076608180999756
1746576073794062600,2.1210625,0.13040980717166278,0.01419394463300705,0.056044035832015886,-0.011291527189314365,0.02657163382765144,0.978424885015807,0.08027575742439805,right,0.0024742484092712402,-0.3926769607440326,1.178199584122747,-8.983312339931725,-0.19707254193798215,-0.025396771728992462,0.0007340684533119202,3.7526425144866105,0.0036393404006958008
